Month Name,Month,Year,Query Count,Query Text,Month Num,,,,,,,,,,,
August,8,2019,40,planning commission,,30566.5,,,,,,,,,,
September,9,2019,40,hr,,30566.5,,,,,,,,,,
September,9,2019,40,mapping,,30566.5,,,,,,,,,,
September,9,2019,40,records,,30566.5,,,,,,,,,,
September,9,2019,40,recycle,,30566.5,,,,,,,,,,
September,9,2019,40,mugshots,,30566.5,,,,,,,,,,
September,9,2019,40,Webpro,,30566.5,,,,,,,,,,
October,10,2019,40,Marriage,,30566.5,,,,,,,,,,
October,10,2019,40,metro council,,30566.5,,,,,,,,,,
October,10,2019,40,register of deeds,,30566.5,,,,,,,,,,
October,10,2019,40,property search,,30566.5,,,,,,,,,,
November,11,2019,40,Assessor,,30566.5,,,,,,,,,,
November,11,2019,40,records,,30566.5,,,,,,,,,,
November,11,2019,40,warrant,,30566.5,,,,,,,,,,
December,12,2019,40,media releases,,30566.5,,,,,,,,,,
December,12,2019,40,procurement,,30566.5,,,,,,,,,,
January,1,2020,40,Christmas tree,,30566.5,,,,,,,,,,
January,1,2020,40,Ged,,30566.5,,,,,,,,,,
January,1,2020,40,library,,30566.5,,,,,,,,,,
February,,2014,39,planning,,30397.5,,,,,,,,,,
February,,2014,39,tax assessor,,30397.5,,,,,,,,,,
February,,2014,39,Media releases,,30397.5,,,,,,,,,,
March,,2014,39,property,,30397.5,,,,,,,,,,
March,,2014,39,forms,,30397.5,,,,,,,,,,
April,,2014,39,accident report,,30397.5,,,,,,,,,,
April,,2014,39,metro 3,,30397.5,,,,,,,,,,
May,,2014,39,property tax,,30397.5,,,,,,,,,,
June,,2014,39,property assessor,,30397.5,,,,,,,,,,
June,,2014,39,Animal control,,30397.5,,,,,,,,,,
June,,2014,39,property tax,,30397.5,,,,,,,,,,
July,,2014,39,Police,,30397.5,,,,,,,,,,
August,,2014,39,payroll,,30397.5,,,,,,,,,,
October,,2014,39,gis,,30397.5,,,,,,,,,,
October,,2014,39,forms,,30397.5,,,,,,,,,,
December,,2014,39,permits,,30397.5,,,,,,,,,,
December,,2014,39,birth certificate,,30397.5,,,,,,,,,,
January,,2015,39,animal,,30397.5,,,,,,,,,,
January,,2015,39,property assessor,,30397.5,,,,,,,,,,
January,,2015,39,business license,,30397.5,,,,,,,,,,
April,,2015,39,Media release,,30397.5,,,,,,,,,,
April,,2015,39,procurement,,30397.5,,,,,,,,,,
January,,2017,39,inside metro,,30397.5,,,,,,,,,,
July,,2015,39,Omni,,30397.5,,,,,,,,,,
June,,2015,39,police report,,30397.5,,,,,,,,,,
June,,2015,39,pay scale,,30397.5,,,,,,,,,,
July,,2015,39,Permits department,,30397.5,,,,,,,,,,
August,,2015,39,civil service rules,,30397.5,,,,,,,,,,
August,,2015,39,Oscar Lara,,30397.5,,,,,,,,,,
September,,2015,39,Jobs,,30397.5,,,,,,,,,,
September,,2015,39,Annual enrollment,,30397.5,,,,,,,,,,
September,,2015,39,public works,,30397.5,,,,,,,,,,
October,,2015,39,im,,30397.5,,,,,,,,,,
November,,2015,39,water,,30397.5,,,,,,,,,,
January,,2016,39,im,,30397.5,,,,,,,,,,
January,,2016,39,isupplier,,30397.5,,,,,,,,,,
February,,2016,39,inside metro,,30397.5,,,,,,,,,,
April,,2016,39,accident report,,30397.5,,,,,,,,,,
May,,2016,39,medical disability pension,,30397.5,,,,,,,,,,
June,,2016,39,short term rental,,30397.5,,,,,,,,,,
July,,2016,39,forms,,30397.5,,,,,,,,,,
July,,2016,39,Police,,30397.5,,,,,,,,,,
August,,2016,39,Assessor,,30397.5,,,,,,,,,,
September,,2016,39,isupplier,,30397.5,,,,,,,,,,
September,,2016,39,open data,,30397.5,,,,,,,,,,
November,,2016,39,assessor,,30397.5,,,,,,,,,,
November,,2016,39,permits,,30397.5,,,,,,,,,,
December,,2016,39,Inmate search,,30397.5,,,,,,,,,,
December,,2016,39,Employee self service,,30397.5,,,,,,,,,,
December,,2016,39,open data,,30397.5,,,,,,,,,,
February,,2017,39,property assessor,,30397.5,,,,,,,,,,
February,,2017,39,stormwater,,30397.5,,,,,,,,,,
March,,2017,39,naza nashville,,30397.5,,,,,,,,,,
March,,2017,39,health department,,30397.5,,,,,,,,,,
March,,2017,39,police reports,,30397.5,,,,,,,,,,
March,,2017,39,building codes,,30397.5,,,,,,,,,,
March,,2017,39,outstanding warrants,,30397.5,,,,,,,,,,
March,,2017,39,bids,,30397.5,,,,,,,,,,
March,,2017,39,nashville planning department,,30397.5,,,,,,,,,,
April,,2017,39,sign permit,,30397.5,,,,,,,,,,
April,,2017,39,building codes,,30397.5,,,,,,,,,,
April,,2017,39,centennial park,,30397.5,,,,,,,,,,
April,,2017,39,metro water services,,30397.5,,,,,,,,,,
April,,2017,39,Payroll,,30397.5,,,,,,,,,,
May,,2017,39,community education,,30397.5,,,,,,,,,,
May,,2017,39,brush pickup,,30397.5,,,,,,,,,,
May,,2017,39,permit application,,30397.5,,,,,,,,,,
May,,2017,39,juvenile court,,30397.5,,,,,,,,,,
June,,2017,39,2018 metro pay plan,,30397.5,,,,,,,,,,
June,,2017,39,tax assessor,,30397.5,,,,,,,,,,
June,,2017,39,salary,,30397.5,,,,,,,,,,
June,,2017,39,zoning map,,30397.5,,,,,,,,,,
June,,2017,39,sign permit,,30397.5,,,,,,,,,,
July,,2017,39,2017S-082-001,,30397.5,,,,,,,,,,
July,,2017,39,affordable housing,,30397.5,,,,,,,,,,
August,,2017,39,traffic violations bureau,,30397.5,,,,,,,,,,
August,,2017,39,planning department,,30397.5,,,,,,,,,,
August,,2017,39,noise,,30397.5,,,,,,,,,,
September,,2017,39,Parthenon,,30397.5,,,,,,,,,,
October,,2017,39,Holidays,,30397.5,,,,,,,,,,
October,,2017,39,building permits,,30397.5,,,,,,,,,,
October,,2017,39,codes administration,,30397.5,,,,,,,,,,
October,,2017,39,warrants issued,,30397.5,,,,,,,,,,
October,,2017,39,metro employees,,30397.5,,,,,,,,,,
November,,2017,39,property,,30397.5,,,,,,,,,,
November,,2017,39,Ess,,30397.5,,,,,,,,,,
November,,2017,39,paid family leave,,30397.5,,,,,,,,,,
November,,2017,39,bids,,30397.5,,,,,,,,,,
November,,2017,39,beer board,,30397.5,,,,,,,,,,
December,,2017,39,ice skating,,30397.5,,,,,,,,,,
December,,2017,39,permit,,30397.5,,,,,,,,,,
December,,2017,39,Ess,,30397.5,,,,,,,,,,
January,,2018,39,EMS,,30397.5,,,,,,,,,,
March,,2018,39,Trash,,30397.5,,,,,,,,,,
March,,2018,39,budget hearings,,30397.5,,,,,,,,,,
March,,2018,39,Property violation,,30397.5,,,,,,,,,,
March,,2018,39,nashville human resources,,30397.5,,,,,,,,,,
March,,2018,39,metro clerk,,30397.5,,,,,,,,,,
April,,2018,39,certificate of occupancy,,30397.5,,,,,,,,,,
April,,2018,39,email,,30397.5,,,,,,,,,,
April,,2018,39,Parthenon,,30397.5,,,,,,,,,,
April,,2018,39,accident reports,,30397.5,,,,,,,,,,
May,,2018,39,zoning code,,30397.5,,,,,,,,,,
May,,2018,39,Police department,,30397.5,,,,,,,,,,
May,,2018,39,voter registration,,30397.5,,,,,,,,,,
May,,2018,39,Inmates,,30397.5,,,,,,,,,,
May,,2018,39,permit application,,30397.5,,,,,,,,,,
May,,2018,39,internship,,30397.5,,,,,,,,,,
May,,2018,39,metro water services,,30397.5,,,,,,,,,,
May,,2018,39,Election,,30397.5,,,,,,,,,,
June,,2018,39,early voting,,30397.5,,,,,,,,,,
June,,2018,39,collections,,30397.5,,,,,,,,,,
June,,2018,39,bids,,30397.5,,,,,,,,,,
June,,2018,39,Police report,,30397.5,,,,,,,,,,
June,,2018,39,employment opportunities,,30397.5,,,,,,,,,,
July,,2018,39,accident reports,,30397.5,,,,,,,,,,
July,,2018,39,salary,,30397.5,,,,,,,,,,
July,,2018,39,Accident report,,30397.5,,,,,,,,,,
July,,2018,39,warrants,,30397.5,,,,,,,,,,
August,,2018,39,nashville davidson county,,30397.5,,,,,,,,,,
August,,2018,39,community center,,30397.5,,,,,,,,,,
August,,2018,39,Accident report,,30397.5,,,,,,,,,,
August,,2018,39,rfp,,30397.5,,,,,,,,,,
August,,2018,39,Property maps,,30397.5,,,,,,,,,,
September,,2018,39,pay plan,,30397.5,,,,,,,,,,
September,,2018,39,traffic,,30397.5,,,,,,,,,,
October,,2018,39,council members,,30397.5,,,,,,,,,,
October,,2018,39,property search,,30397.5,,,,,,,,,,
October,,2018,39,Inmates,,30397.5,,,,,,,,,,
October,,2018,39,metro charter,,30397.5,,,,,,,,,,
October,,2018,39,METROPOLITAN CIVIL SERVICE commission minutes 2018,,30397.5,,,,,,,,,,
October,,2018,39,budget,,30397.5,,,,,,,,,,
October,,2018,39,landlord registration,,30397.5,,,,,,,,,,
October,,2018,39,retirement,,30397.5,,,,,,,,,,
November,,2018,39,property assessor,,30397.5,,,,,,,,,,
November,,2018,39,retirement,,30397.5,,,,,,,,,,
November,,2018,39,bids,,30397.5,,,,,,,,,,
January,1,2019,39,Public records,,30397.5,,,,,,,,,,
January,1,2019,39,owner driver report,,30397.5,,,,,,,,,,
January,1,2019,39,register of deeds,,30397.5,,,,,,,,,,
February,2,2019,39,county clerk,,30397.5,,,,,,,,,,
March,3,2019,39,Property assessor,,30397.5,,,,,,,,,,
March,3,2019,39,owner driver report,,30397.5,,,,,,,,,,
March,3,2019,39,isupplier,,30397.5,,,,,,,,,,
March,3,2019,39,property map,,30397.5,,,,,,,,,,
March,3,2019,39,Job,,30397.5,,,,,,,,,,
April,4,2019,39,Summer camp,,30397.5,,,,,,,,,,
April,4,2019,39,gis,,30397.5,,,,,,,,,,
April,4,2019,39,Fire,,30397.5,,,,,,,,,,
April,4,2019,39,Pay,,30397.5,,,,,,,,,,
May,5,2019,39,property,,30397.5,,,,,,,,,,
May,5,2019,39,TRUSTEE,,30397.5,,,,,,,,,,
May,5,2019,39,permit,,30397.5,,,,,,,,,,
June,6,2019,39,directory,,30397.5,,,,,,,,,,
June,6,2019,39,careers,,30397.5,,,,,,,,,,
July,7,2019,39,bl2019-1633,,30397.5,,,,,,,,,,
July,7,2019,39,council districts,,30397.5,,,,,,,,,,
July,7,2019,39,Media releases,,30397.5,,,,,,,,,,
July,7,2019,39,pay,,30397.5,,,,,,,,,,
July,7,2019,39,police department,,30397.5,,,,,,,,,,
August,8,2019,39,email,,30397.5,,,,,,,,,,
August,8,2019,39,Media releases,,30397.5,,,,,,,,,,
September,9,2019,39,budget,,30397.5,,,,,,,,,,
September,9,2019,39,Property search,,30397.5,,,,,,,,,,
October,10,2019,39,mapping,,30397.5,,,,,,,,,,
December,12,2019,39,pay,,30397.5,,,,,,,,,,
January,1,2020,39,courts,,30397.5,,,,,,,,,,
January,1,2020,39,animal control,,30397.5,,,,,,,,,,
January,1,2020,39,Marriage,,30397.5,,,,,,,,,,
January,1,2020,39,mugshots,,30397.5,,,,,,,,,,
February,,2014,38,permits,,30209,,,,,,,,,,
February,,2014,38,child support,,30209,,,,,,,,,,
February,,2014,38,civil service rules,,30209,,,,,,,,,,
March,,2014,38,traffic,,30209,,,,,,,,,,
March,,2014,38,most wanted,,30209,,,,,,,,,,
May,,2014,38,im,,30209,,,,,,,,,,
June,,2014,38,pay plan,,30209,,,,,,,,,,
July,,2014,38,parking,,30209,,,,,,,,,,
July,,2014,38,kiva,,30209,,,,,,,,,,
August,,2014,38,register of deeds,,30209,,,,,,,,,,
August,,2014,38,election,,30209,,,,,,,,,,
September,,2014,38,unemployment,,30209,,,,,,,,,,
September,,2014,38,compensation study,,30209,,,,,,,,,,
September,,2014,38,assessor,,30209,,,,,,,,,,
October,,2014,38,benefits,,30209,,,,,,,,,,
October,,2014,38,metro water,,30209,,,,,,,,,,
October,,2014,38,Police,,30209,,,,,,,,,,
November,,2014,38,water,,30209,,,,,,,,,,
November,,2014,38,recycling,,30209,,,,,,,,,,
November,,2014,38,civil service rules,,30209,,,,,,,,,,
January,,2015,38,tax assessor,,30209,,,,,,,,,,
January,,2015,38,Police,,30209,,,,,,,,,,
February,,2015,38,internship,,30209,,,,,,,,,,
February,,2015,38,animal,,30209,,,,,,,,,,
April,,2015,38,assessor,,30209,,,,,,,,,,
February,,2015,38,planning,,30209,,,,,,,,,,
January,,2017,38,retirement,,30209,,,,,,,,,,
July,,2015,38,election,,30209,,,,,,,,,,
July,,2015,38,library,,30209,,,,,,,,,,
August,,2015,38,inmate search,,30209,,,,,,,,,,
August,,2015,38,animal shelter,,30209,,,,,,,,,,
September,,2015,38,payroll,,30209,,,,,,,,,,
September,,2015,38,police report,,30209,,,,,,,,,,
September,,2015,38,gis,,30209,,,,,,,,,,
September,,2015,38,warrants,,30209,,,,,,,,,,
November,,2015,38,pay plan,,30209,,,,,,,,,,
November,,2015,38,open data,,30209,,,,,,,,,,
March,,2016,38,criminal court clerk,,30209,,,,,,,,,,
March,,2016,38,accident report,,30209,,,,,,,,,,
May,,2016,38,forms,,30209,,,,,,,,,,
May,,2016,38,Police,,30209,,,,,,,,,,
June,,2016,38,Wave country,,30209,,,,,,,,,,
July,,2016,38,iSupplier,,30209,,,,,,,,,,
July,,2016,38,pension,,30209,,,,,,,,,,
August,,2016,38,police department,,30209,,,,,,,,,,
October,,2016,38,fire,,30209,,,,,,,,,,
October,,2016,38,planning,,30209,,,,,,,,,,
October,,2016,38,metro water,,30209,,,,,,,,,,
November,,2016,38,civil service rules,,30209,,,,,,,,,,
December,,2016,38,real property search,,30209,,,,,,,,,,
December,,2016,38,fire,,30209,,,,,,,,,,
December,,2016,38,public works,,30209,,,,,,,,,,
February,,2017,38,owner driver report,,30209,,,,,,,,,,
February,,2017,38,salary,,30209,,,,,,,,,,
February,,2017,38,accident reports,,30209,,,,,,,,,,
March,,2017,38,nashville public library,,30209,,,,,,,,,,
March,,2017,38,active inmate search,,30209,,,,,,,,,,
March,,2017,38,short term rental property,,30209,,,,,,,,,,
March,,2017,38,Pay bill,,30209,,,,,,,,,,
April,,2017,38,google,,30209,,,,,,,,,,
April,,2017,38,birth certificate,,30209,,,,,,,,,,
April,,2017,38,Inmates,,30209,,,,,,,,,,
April,,2017,38,Maps,,30209,,,,,,,,,,
April,,2017,38,notary,,30209,,,,,,,,,,
May,,2017,38,im,,30209,,,,,,,,,,
May,,2017,38,property owners,,30209,,,,,,,,,,
May,,2017,38,property search,,30209,,,,,,,,,,
May,,2017,38,pension for hospital authority employees,,30209,,,,,,,,,,
June,,2017,38,water services,,30209,,,,,,,,,,
June,,2017,38,beer board,,30209,,,,,,,,,,
June,,2017,38,sheriff,,30209,,,,,,,,,,
June,,2017,38,crime map,,30209,,,,,,,,,,
June,,2017,38,directory,,30209,,,,,,,,,,
June,,2017,38,Media release,,30209,,,,,,,,,,
July,,2017,38,Ess,,30209,,,,,,,,,,
July,,2017,38,property,,30209,,,,,,,,,,
July,,2017,38,motor vehicle accident,,30209,,,,,,,,,,
July,,2017,38,Centennial park,,30209,,,,,,,,,,
August,,2017,38,human resource,,30209,,,,,,,,,,
August,,2017,38,holidays,,30209,,,,,,,,,,
September,,2017,38,ESS,,30209,,,,,,,,,,
September,,2017,38,stormwater,,30209,,,,,,,,,,
September,,2017,38,Water,,30209,,,,,,,,,,
October,,2017,38,metro council,,30209,,,,,,,,,,
October,,2017,38,finance,,30209,,,,,,,,,,
October,,2017,38,business tax,,30209,,,,,,,,,,
October,,2017,38,Sheriff,,30209,,,,,,,,,,
October,,2017,38,centennial sportsplex,,30209,,,,,,,,,,
November,,2017,38,2016Z-077PR-001,,30209,,,,,,,,,,
November,,2017,38,stormwater,,30209,,,,,,,,,,
November,,2017,38,employment opportunities,,30209,,,,,,,,,,
November,,2017,38,traffic violations bureau,,30209,,,,,,,,,,
November,,2017,38,tax assessor,,30209,,,,,,,,,,
November,,2017,38,centennial sportsplex,,30209,,,,,,,,,,
November,,2017,38,holiday schedule,,30209,,,,,,,,,,
November,,2017,38,owner driver report form,,30209,,,,,,,,,,
December,,2017,38,Human Resources,,30209,,,,,,,,,,
January,,2018,38,login,,30209,,,,,,,,,,
January,,2018,38,Police department,,30209,,,,,,,,,,
January,,2018,38,Dcso,,30209,,,,,,,,,,
January,,2018,38,metro animal care control,,30209,,,,,,,,,,
January,,2018,38,arrest warrants,,30209,,,,,,,,,,
January,,2018,38,employment opportunities,,30209,,,,,,,,,,
January,,2018,38,recycle,,30209,,,,,,,,,,
March,,2018,38,recycling,,30209,,,,,,,,,,
March,,2018,38,Maps,,30209,,,,,,,,,,
March,,2018,38,council members,,30209,,,,,,,,,,
March,,2018,38,voter registration,,30209,,,,,,,,,,
March,,2018,38,beer board,,30209,,,,,,,,,,
March,,2018,38,trash,,30209,,,,,,,,,,
March,,2018,38,metro water services,,30209,,,,,,,,,,
April,,2018,38,iod,,30209,,,,,,,,,,
April,,2018,38,recycling,,30209,,,,,,,,,,
April,,2018,38,construction,,30209,,,,,,,,,,
April,,2018,38,im,,30209,,,,,,,,,,
April,,2018,38,zoning map,,30209,,,,,,,,,,
April,,2018,38,salary,,30209,,,,,,,,,,
April,,2018,38,e permits,,30209,,,,,,,,,,
April,,2018,38,Media release,,30209,,,,,,,,,,
April,,2018,38,bids,,30209,,,,,,,,,,
April,,2018,38,civil,,30209,,,,,,,,,,
May,,2018,38,Property taxes,,30209,,,,,,,,,,
May,,2018,38,collections,,30209,,,,,,,,,,
May,,2018,38,beer board,,30209,,,,,,,,,,
May,,2018,38,metro maps,,30209,,,,,,,,,,
May,,2018,38,metro nashville network,,30209,,,,,,,,,,
May,,2018,38,hr,,30209,,,,,,,,,,
May,,2018,38,alarm permits,,30209,,,,,,,,,,
June,,2018,38,council districts,,30209,,,,,,,,,,
June,,2018,38,vehicle registration online renew,,30209,,,,,,,,,,
June,,2018,38,ESS,,30209,,,,,,,,,,
June,,2018,38,property assessor nashville davidson,,30209,,,,,,,,,,
July,,2018,38,marriage certificate,,30209,,,,,,,,,,
July,,2018,38,Sheriff department,,30209,,,,,,,,,,
July,,2018,38,assessor,,30209,,,,,,,,,,
July,,2018,38,phone number,,30209,,,,,,,,,,
July,,2018,38,centennial park,,30209,,,,,,,,,,
July,,2018,38,property assessor nashville,,30209,,,,,,,,,,
August,,2018,38,property assessor nashville davidson,,30209,,,,,,,,,,
August,,2018,38,nashville codes administration,,30209,,,,,,,,,,
August,,2018,38,metro charter,,30209,,,,,,,,,,
August,,2018,38,ebid.nashville.gov,,30209,,,,,,,,,,
August,,2018,38,retirement,,30209,,,,,,,,,,
August,,2018,38,nashville human resources,,30209,,,,,,,,,,
August,,2018,38,Police department,,30209,,,,,,,,,,
August,,2018,38,EMS,,30209,,,,,,,,,,
August,,2018,38,internal audit,,30209,,,,,,,,,,
August,,2018,38,occupancy permit,,30209,,,,,,,,,,
September,,2018,38,vital records,,30209,,,,,,,,,,
September,,2018,38,Police,,30209,,,,,,,,,,
September,,2018,38,led signage,,30209,,,,,,,,,,
September,,2018,38,as-built,,30209,,,,,,,,,,
September,,2018,38,police department,,30209,,,,,,,,,,
September,,2018,38,Inmates,,30209,,,,,,,,,,
September,,2018,38,health department,,30209,,,,,,,,,,
October,,2018,38,voya,,30209,,,,,,,,,,
October,,2018,38,inside metro,,30209,,,,,,,,,,
October,,2018,38,Parthenon,,30209,,,,,,,,,,
October,,2018,38,owner driver,,30209,,,,,,,,,,
October,,2018,38,real property,,30209,,,,,,,,,,
November,,2018,38,purchasing,,30209,,,,,,,,,,
November,,2018,38,collections,,30209,,,,,,,,,,
November,,2018,38,Trash,,30209,,,,,,,,,,
November,,2018,38,mapping,,30209,,,,,,,,,,
November,,2018,38,health department,,30209,,,,,,,,,,
November,,2018,38,Skt agreement,,30209,,,,,,,,,,
November,,2018,38,early voting,,30209,,,,,,,,,,
January,1,2019,38,open data,,30209,,,,,,,,,,
January,1,2019,38,Email,,30209,,,,,,,,,,
February,2,2019,38,Marriage,,30209,,,,,,,,,,
February,2,2019,38,Inmate,,30209,,,,,,,,,,
February,2,2019,38,isupplier,,30209,,,,,,,,,,
March,3,2019,38,road closures,,30209,,,,,,,,,,
March,3,2019,38,notary,,30209,,,,,,,,,,
March,3,2019,38,Nashville public library,,30209,,,,,,,,,,
March,3,2019,38,careers,,30209,,,,,,,,,,
March,3,2019,38,Inmates,,30209,,,,,,,,,,
March,3,2019,38,PENSION,,30209,,,,,,,,,,
May,5,2019,38,marriage license,,30209,,,,,,,,,,
May,5,2019,38,planning commission,,30209,,,,,,,,,,
May,5,2019,38,brush pickup,,30209,,,,,,,,,,
June,6,2019,38,DMV,,30209,,,,,,,,,,
June,6,2019,38,pay scale,,30209,,,,,,,,,,
June,6,2019,38,arrest records,,30209,,,,,,,,,,
July,7,2019,38,arrests,,30209,,,,,,,,,,
August,8,2019,38,short term rental,,30209,,,,,,,,,,
September,9,2019,38,burn permit,,30209,,,,,,,,,,
September,9,2019,38,Marriage license,,30209,,,,,,,,,,
October,10,2019,38,bulk pickup,,30209,,,,,,,,,,
October,10,2019,38,inmate,,30209,,,,,,,,,,
October,10,2019,38,longevity,,30209,,,,,,,,,,
October,10,2019,38,parking,,30209,,,,,,,,,,
October,10,2019,38,parks,,30209,,,,,,,,,,
October,10,2019,38,Parthenon,,30209,,,,,,,,,,
November,11,2019,38,Arrests,,30209,,,,,,,,,,
November,11,2019,38,Media releases,,30209,,,,,,,,,,
November,11,2019,38,Job,,30209,,,,,,,,,,
November,11,2019,38,parks,,30209,,,,,,,,,,
November,11,2019,38,pay plan,,30209,,,,,,,,,,
November,11,2019,38,Property search,,30209,,,,,,,,,,
December,12,2019,38,passport,,30209,,,,,,,,,,
December,12,2019,38,jail,,30209,,,,,,,,,,
December,12,2019,38,property map,,30209,,,,,,,,,,
January,1,2020,38,Inmates,,30209,,,,,,,,,,
January,1,2020,38,holiday,,30209,,,,,,,,,,
January,1,2020,38,Nashville Cumberlands Basketball Team,,30209,,,,,,,,,,
January,1,2020,38,property map,,30209,,,,,,,,,,
January,,2014,37,codes,,30006,,,,,,,,,,
February,,2014,37,assessor,,30006,,,,,,,,,,
March,,2014,37,rabies shots,,30006,,,,,,,,,,
March,,2014,37,building permits,,30006,,,,,,,,,,
April,,2014,37,forms,,30006,,,,,,,,,,
May,,2014,37,arrest records,,30006,,,,,,,,,,
July,,2014,37,county clerk,,30006,,,,,,,,,,
July,,2014,37,inside metro,,30006,,,,,,,,,,
August,,2014,37,recycling,,30006,,,,,,,,,,
August,,2014,37,property taxes,,30006,,,,,,,,,,
August,,2014,37,police department,,30006,,,,,,,,,,
September,,2014,37,warrants,,30006,,,,,,,,,,
September,,2014,37,police department,,30006,,,,,,,,,,
November,,2014,37,procurement,,30006,,,,,,,,,,
December,,2014,37,water,,30006,,,,,,,,,,
December,,2014,37,Police,,30006,,,,,,,,,,
January,,2015,37,application filing,,30006,,,,,,,,,,
January,,2015,37,daily booking list,,30006,,,,,,,,,,
January,,2015,37,gis,,30006,,,,,,,,,,
February,,2015,37,register of deeds,,30006,,,,,,,,,,
February,,2015,37,auction,,30006,,,,,,,,,,
April,,2015,37,animal,,30006,,,,,,,,,,
February,,2015,37,pay plan,,30006,,,,,,,,,,
April,,2015,37,Police,,30006,,,,,,,,,,
May,,2015,37,im,,30006,,,,,,,,,,
June,,2015,37,library,,30006,,,,,,,,,,
June,,2015,37,Wave country,,30006,,,,,,,,,,
July,,2015,37,inside metro,,30006,,,,,,,,,,
August,,2015,37,election results,,30006,,,,,,,,,,
August,,2015,37,register of deeds,,30006,,,,,,,,,,
September,,2015,37,permits,,30006,,,,,,,,,,
October,,2015,37,accident report,,30006,,,,,,,,,,
November,,2015,37,traffic,,30006,,,,,,,,,,
January,,2016,37,permits,,30006,,,,,,,,,,
January,,2016,37,water,,30006,,,,,,,,,,
January,,2016,37,planning,,30006,,,,,,,,,,
February,,2016,37,mapping,,30006,,,,,,,,,,
February,,2016,37,arrest records,,30006,,,,,,,,,,
March,,2016,37,property assessor,,30006,,,,,,,,,,
March,,2016,37,stormwater,,30006,,,,,,,,,,
April,,2016,37,mapping,,30006,,,,,,,,,,
May,,2016,37,announcements,,30006,,,,,,,,,,
May,,2016,37,summer camp,,30006,,,,,,,,,,
May,,2016,37,short term rental,,30006,,,,,,,,,,
July,,2016,37,hr,,30006,,,,,,,,,,
July,,2016,37,BL2016-173,,30006,,,,,,,,,,
August,,2016,37,property tax,,30006,,,,,,,,,,
September,,2016,37,criminal court clerk,,30006,,,,,,,,,,
September,,2016,37,fire department,,30006,,,,,,,,,,
September,,2016,37,Employee self service,,30006,,,,,,,,,,
September,,2016,37,ESS,,30006,,,,,,,,,,
October,,2016,37,register of deeds,,30006,,,,,,,,,,
October,,2016,37,mdha,,30006,,,,,,,,,,
October,,2016,37,civil service,,30006,,,,,,,,,,
October,,2016,37,derby,,30006,,,,,,,,,,
November,,2016,37,public works,,30006,,,,,,,,,,
November,,2016,37,property taxes,,30006,,,,,,,,,,
December,,2016,37,Police,,30006,,,,,,,,,,
December,,2016,37,salary,,30006,,,,,,,,,,
February,,2017,37,internships,,30006,,,,,,,,,,
February,,2017,37,permit application,,30006,,,,,,,,,,
February,,2017,37,pay property tax,,30006,,,,,,,,,,
February,,2017,37,assessor,,30006,,,,,,,,,,
February,,2017,37,warrants,,30006,,,,,,,,,,
March,,2017,37,assessor,,30006,,,,,,,,,,
March,,2017,37,map parcel owner,,30006,,,,,,,,,,
March,,2017,37,public records,,30006,,,,,,,,,,
March,,2017,37,nashville human resources,,30006,,,,,,,,,,
March,,2017,37,codes administration,,30006,,,,,,,,,,
